UNITID,UGDS,ADM_RATE
204893,84,0.9286
204909,1626,0.7155
204936,2382,0.7287
204945,6836,NULL
204963,51,NULL
204981,119,NULL
204990,NULL,NULL
205027,90,0.9091
205054,290,0.8448
205090,66,NULL
205124,47,0.9412
205142,134,NULL
205179,861,NULL
205203,1064,NULL
205391,194,0.6549
205443,3355,0.7357
205470,15097,NULL
205513,52,NULL
205522,0,NULL
205559,114,NULL
205610,249,NULL
205647,152,NULL
205841,8460,NULL
205887,656,NULL
205957,2038,0.7875
205966,1524,NULL
206011,2569,NULL
206039,39,NULL
206048,2189,0.7561
206084,15145,0.9432
206154,37,NULL
206172,53,NULL
206181,163,NULL
206215,NULL,NULL
206224,117,NULL
206279,837,NULL
206288,NULL,NULL
206321,84,NULL
206330,609,0.9154
206349,632,0.8961
206394,147,0.9867
206437,2032,0.7767
206446,971,NULL
206482,180,NULL
206491,581,0.3841
206507,1140,0.8659
206516,NULL,NULL
206525,1894,0.7832
206589,1980,0.5816
206604,11664,0.9525
206613,1073,0.9881
206622,4500,0.6858
206695,10147,0.6745
206783,23,NULL
206817,990,0.5047
206835,1166,0.728
206862,1592,NULL
206880,55,NULL
206905,109,NULL
206914,4117,NULL
206923,1849,NULL
206932,176,NULL
206941,14531,0.7503
206969,23,NULL
206996,1938,NULL
207041,3249,0.5777
207050,1219,NULL
207069,1061,NULL
207087,33,NULL
207102,99,NULL
207157,323,0.4545
207166,10,NULL
207209,2013,NULL
207236,1871,NULL
207254,1073,NULL
207263,6548,0.9375
207272,24,NULL
207281,2980,NULL
207290,1857,NULL
207306,1853,0.4377
207315,NULL,NULL
207324,1868,0.6082
207342,824,NULL
207351,1059,NULL
207388,20827,0.7452
207397,5631,NULL
207403,1931,0.6011
207449,11558,NULL
207458,1777,0.7215
207500,21082,0.7084
207537,25,NULL
207564,2164,NULL
207582,2998,0.6846
207625,315,NULL
207661,3420,NULL
207670,6162,NULL
207689,601,0.4248
207704,52,NULL
207722,806,0.4885
207740,1341,NULL
207786,28,NULL
207847,2989,0.7733
207856,742,0.4111
207865,4272,0.9083
207935,14479,NULL
207962,840,NULL
207971,3361,0.3696
208017,23,NULL
208026,249,NULL
208035,1180,NULL
208044,26,NULL
208053,83,NULL
208080,38,NULL
208123,22,NULL
208187,150,NULL
208239,695,NULL
208248,50,NULL
208275,1365,NULL
208318,5144,NULL
208390,9030,NULL
208406,6153,NULL
208415,637,NULL
208433,54,NULL
208479,602,0.8496
208488,1174,0.5476
208512,260,1
208637,212,NULL
208646,2721,0.9703
208655,102,NULL
208725,92,0.9737
208822,2682,0.6376
208859,37,NULL
209038,8173,NULL
209056,2033,0.5495
209065,1603,0.8075
209074,5727,NULL
209083,86,NULL
209108,372,1
209153,43,NULL
209205,72,NULL
209241,56,1
209250,7795,NULL
209287,412,0.7039
209296,29,NULL
209409,559,0.6674
209490,777,NULL
209506,3610,0.7304
209533,122,0.5845
209542,24350,0.7748
209551,19775,0.7787
209603,397,0.9391
209612,1848,0.788
209667,65,NULL
209676,107,NULL
209694,27,NULL
209700,161,NULL
209719,30,NULL
209746,26034,NULL
209807,19057,0.8942
209825,3762,0.6132
209922,1376,0.3131
209940,4097,NULL
209986,30,NULL
210076,1076,NULL
210100,43,NULL
210146,4391,0.782
210155,1539,NULL
210234,1688,NULL
210270,1139,NULL
210304,477,0.5301
210331,975,0.3456
210340,47,NULL
210368,NULL,NULL
210401,1867,0.7806
210429,4807,0.8776
210438,37,NULL
210456,99,NULL
210474,78,NULL
210483,195,NULL
210492,293,0.4214
210508,NULL,NULL
210571,2291,0.5111
210599,297,NULL
210605,14843,NULL
210669,1884,0.6776
210711,30,NULL
210739,2333,0.7623
210748,45,NULL
210775,2225,0.745
210784,101,NULL
210890,173,NULL
210906,89,NULL
210942,1071,NULL
210951,120,NULL
210960,654,NULL
211006,349,NULL
211024,500,0.4312
211079,1907,NULL
211088,2367,0.6327
211130,NULL,NULL
211158,8713,0.7756
211200,356,0.9014
211273,1371,0.3994
211291,3531,0.2992
211307,7445,NULL
211316,81,NULL
211334,39,NULL
211343,2978,NULL
211352,1474,0.7106
211361,5426,0.9646
211431,1393,0.8635
211440,6188,0.2171
211468,1397,0.6647
211477,1335,0.9855
211556,786,0.5275
211583,1337,0.6447
211608,708,NULL
211617,299,NULL
211635,160,0
211644,4252,0.9414
211802,205,0.8333
211820,95,NULL
211893,131,0.0421
211909,150,NULL
211927,11457,NULL
211981,1907,0.6838
212009,2370,0.4321
212018,NULL,NULL
212045,239,NULL
212054,15350,0.7465
212106,6019,0.7394
212115,6085,0.8335
212133,2045,0.6119
212160,4746,0.9528
212197,1713,0.7343
212230,30,NULL
212267,89,NULL
212276,100,NULL
212294,48,NULL
212300,43,NULL
212328,103,NULL
212337,112,NULL
212355,126,NULL
212373,32,NULL
212382,118,NULL
212391,115,NULL
212434,363,NULL
212443,NULL,NULL
212452,61,NULL
212568,237,0.5556
212577,2230,0.3637
212601,2597,0.7775
212656,1413,0.7057
212674,2385,0.4263
212753,110,NULL
212771,78,NULL
212832,1944,0.9082
212869,1455,NULL
212878,16655,NULL
212911,1261,0.214
212975,188,NULL
212984,1767,0.6849
212993,50,0.7857
213002,229,NULL
213011,1459,0.8189
213020,10482,0.9154
213163,32,NULL
213181,279,NULL
213215,126,NULL
213233,456,0.5962
213251,1454,0.746
213303,1311,0.9763
213321,1946,0.709
213330,21,NULL
213349,7683,0.7977
213358,1357,0.9227
213367,3542,0.7684
213376,1418,NULL
213385,2518,0.2829
213400,1369,0.6739
213446,NULL,NULL
213455,203,NULL
213473,227,NULL
213491,52,NULL
213507,1649,0.7606
213525,5485,NULL
213534,895,NULL
213543,5061,0.2611
213552,81,NULL
213570,454,NULL
213589,280,NULL
213598,1816,0.8714
213613,3786,0.8784
213622,71,1
213631,NULL,NULL
213640,NULL,NULL
213659,5063,NULL
213668,1245,0.6956
213774,601,0.8906
213783,2052,0.8752
213826,1831,0.6832
213871,240,NULL
213914,329,NULL
213932,154,NULL
213987,2464,0.7523
213996,2690,0.7951
214023,31,1
214041,6867,0.6948
214069,2148,0.7444
214111,9791,NULL
214148,368,0.5714
214157,1908,0.7982
214166,1310,0.5858
214175,2375,0.4825
214254,311,NULL
214272,2177,0.9374
214290,669,1
214379,9450,NULL
214476,57,NULL
214528,333,0.6096
214564,NULL,NULL
214582,492,NULL
214591,4338,0.8785
214607,NULL,NULL
214616,NULL,NULL
214625,641,0.8257
214634,377,0.7222
214643,436,0.8279
214652,972,0.797
214670,775,0.8665
214689,3431,0.8949
214698,669,0.8589
214704,2785,0.8701
214713,4109,0.8452
214731,1284,0.8263
214740,523,0.8579
214759,627,0.801
214768,803,0.8194
214777,40891,0.564
214786,530,0.8569
214795,816,0.7764
214801,3503,0.8245
214810,707,0.7559
214829,977,0.8328
214883,1484,NULL
214892,254,0.878
214944,321,NULL
214971,191,0.924
215008,74,NULL
215044,177,NULL
215053,232,0.4452
215062,10698,0.0944
215099,2675,0.6068
215105,1693,0.7679
215114,725,0.9793
215123,NULL,NULL
215132,1340,0.5974
215239,17058,NULL
215266,1435,0.526
215275,1517,0.7493
215284,2765,0.7426
215293,18920,0.5541
215309,325,0.5026
215336,38,NULL
215381,368,NULL
215390,317,0.6667
215415,1875,NULL
215424,NULL,NULL
215442,3207,0.7086
215530,65,NULL
215585,3479,NULL
215594,322,0.2273
215619,NULL,NULL
215628,NULL,NULL
215637,428,0.9734
215646,225,NULL
215655,4371,0.7984
215682,404,NULL
215691,616,0.6909
215743,1706,0.6736
215770,5274,0.7793
215798,1609,0.6587
215813,NULL,NULL
215886,44,NULL
215929,3757,0.7455
215947,1573,0.6087
215974,126,1
215983,26,NULL
215992,164,0.7797
216010,5837,0.8831
216038,7546,0.6949
216047,68,1
216074,125,NULL
216083,487,0.942
216162,112,NULL
216223,27,NULL
216278,2138,0.677
216287,1540,0.128
216296,1062,0.5753
216311,124,0.8163
216339,28709,0.5219
216348,NULL,NULL
216357,851,0.7423
216366,692,NULL
216418,524,NULL
216427,99,NULL
216436,153,NULL
216445,159,NULL
216454,149,NULL
216463,NULL,NULL
216524,1540,0.8242
216542,742,0.7871
216551,249,0.9445
216579,114,NULL
216597,6862,0.435
216630,50,NULL
216649,14,NULL
216667,1373,0.4732
216694,1390,0.9371
216746,68,NULL
216764,14131,0.6448
216773,109,0.3684
216782,255,NULL
216807,1158,0.7387
216816,NULL,NULL
216825,4316,NULL
216852,3331,0.6973
216931,2418,0.7592
217013,643,0.5771
217040,44,NULL
217059,4154,0.6102
217077,1216,0.692
217156,6580,0.0931
217165,3443,0.6732
217235,8116,0.884
217305,2853,NULL
217323,511,NULL
217350,22,NULL
217402,3944,0.5503
217420,7224,0.7469
217475,14348,NULL
217484,13788,0.7276
217493,1999,0.3412
217518,4627,0.7926
217536,2090,0.6836
217572,126,NULL
217581,91,NULL
217606,326,NULL
217615,2374,NULL
217624,600,NULL
217633,2749,0.5392
217688,3190,0.606
217712,1948,NULL
217721,2281,NULL
217749,2387,0.8737
217776,1340,0.5502
217794,122,NULL
217819,10033,0.8413
217828,53,NULL
217837,828,NULL
217864,2693,0.8229
217873,1904,0.4182
217882,18395,0.5054
217891,200,NULL
217907,1084,0.5866
217925,491,0.3571
217934,1452,0.8707
217961,864,0.6041
217989,496,NULL
217998,610,0.7587
218025,4705,NULL
218043,106,NULL
218061,3221,0.6156
218070,2775,0.6776
218113,10353,NULL
218140,6300,NULL
218159,151,NULL
218195,133,NULL
218229,2658,0.6175
218238,2801,0.4765
218335,306,NULL
218353,10019,NULL
218399,754,NULL
218414,1063,0.5965
218441,2157,0.5912
218487,2042,NULL
218520,4081,NULL
218539,950,0.5983
218645,3122,0.6692
218654,1987,0.6513
218663,24970,0.6814
218672,1338,0.6129
218681,990,0.6184
218690,681,0.6654
218706,819,0.713
218724,9460,0.6118
218733,2499,0.8623
218742,5030,0.5463
218751,NULL,NULL
218821,736,0.6519
218830,3900,NULL
218858,2920,NULL
218867,24,NULL
218885,5239,NULL
218894,11394,NULL
218919,415,0.7903
218955,522,NULL
218964,4790,0.685
218973,1675,0.7011
218991,4237,NULL
219000,1613,0.6913
219037,85,NULL
219046,2770,0.7976
219082,1936,0.8263
219091,781,0.7267
219125,77,NULL
219143,1791,NULL
219170,20,NULL
219189,1087,NULL
219198,574,0.6469
219204,1537,NULL
219213,365,NULL
219240,NULL,NULL
219259,1537,0.8139
219277,1192,NULL
219295,809,0.9852
219338,17,NULL
219347,2353,0.845
219356,9767,0.9076
219374,505,NULL
219383,1207,0.9149
219392,23,NULL
219408,127,NULL
219426,1867,NULL
219453,104,NULL
219471,6153,0.8813
219480,827,NULL
219505,139,NULL
219578,299,0.4041
219587,55,NULL
219596,415,NULL
219602,9116,0.8886
219639,1056,0.5361
219709,6232,0.8104
219718,4068,0.6652
219790,964,0.4179
219806,1748,0.6329
219824,6939,NULL
219833,1440,0.5224
219842,0,NULL
219851,25,NULL
219879,2442,NULL
219888,4442,NULL
219903,1448,0.9584
219921,279,NULL
219949,1369,0.4891
219976,2980,0.6085
219994,550,NULL
220002,221,NULL
220057,1855,NULL
220075,10709,0.9164
220118,343,NULL
220127,478,NULL
220163,41,NULL
220181,723,0.7846
220206,238,NULL
220215,1297,0.9633
220251,284,NULL
220279,327,NULL
220312,283,0.9442
220321,343,NULL
220394,260,NULL
220400,3294,NULL
220464,86,0.6842
220473,842,0.4703
220491,201,NULL
220516,2259,0.5141
220552,1145,NULL
220598,1427,0.5027
220604,959,1
220613,4261,0.8722
220631,1616,0.502
220640,322,NULL
220701,933,NULL
220710,1177,0.5779
220756,163,NULL
220765,162,NULL
220792,NULL,NULL
220808,337,0.3918
220853,1003,NULL
220862,15962,0.5668
220871,NULL,NULL
220978,18998,0.6861
220996,NULL,NULL
221050,670,NULL
221096,4766,NULL
221102,432,NULL
221148,1457,NULL
221157,122,NULL
221184,7296,NULL
221236,316,NULL
221254,159,0.6903
221281,262,NULL
221333,272,NULL
221351,1980,0.5432
221388,134,NULL
221397,4388,0.9957
221430,265,NULL
221485,7656,1
221494,552,NULL
221519,1714,0.4364
221582,338,NULL
221591,361,NULL
221607,192,NULL
221616,410,NULL
221625,1112,NULL
221634,262,NULL
221643,7957,NULL
221661,2450,NULL
221670,NULL,NULL
221731,999,0.6143
221740,10057,0.7826
221759,21984,0.7722
221768,5576,0.667
221795,109,NULL
221829,167,NULL
221838,6878,NULL
221847,9184,0.6721
221892,1979,0.7227
221908,5151,NULL
221953,1585,0.744
221971,2182,0.6257
221999,6844,0.1075
222053,6973,NULL
222062,4431,NULL
222099,190,NULL
222105,293,NULL
222178,3719,0.5089
222567,3821,NULL
222576,9345,NULL
222628,202,NULL
222822,3557,NULL
222831,5592,0.7437
222877,180,NULL
222886,239,NULL
222938,1364,NULL
222983,1259,0.5343
222992,31666,NULL
223001,NULL,NULL
223056,67,NULL
223083,643,NULL
223117,80,1
223223,NULL,NULL
223232,14309,0.3972
223320,2283,NULL
223427,16850,NULL
223463,927,NULL
223472,292,0.625
223506,3150,NULL
223524,10886,NULL
223773,6409,NULL
223816,12081,NULL
223852,10,NULL
223898,3130,NULL
223922,1434,NULL
224004,1749,0.8347
224013,32,NULL
224110,9452,NULL
224147,9955,0.6465
224156,306,NULL
224226,3109,0.4311
224244,248,0.2267
224271,95,NULL
224305,NULL,NULL
224323,1393,0.8047
224350,11689,NULL
224527,1245,0.5093
224545,1545,0.5599
224554,8302,0.4614
224572,12200,NULL
224615,8558,NULL
224642,27406,NULL
224660,530,NULL
224679,1082,NULL
224712,NULL,NULL
224758,37,NULL
224776,838,NULL
224828,58,NULL
224891,528,NULL
224961,1729,NULL
225070,3520,NULL
225201,889,NULL
225247,1656,0.8799
225308,4470,NULL
225371,2746,NULL
225399,2313,0.3456
225414,5557,0.6471
225423,56846,NULL
225432,12758,0.8288
225502,3231,0.4809
225511,34560,0.5854
225520,2094,NULL
225548,1066,0.8772
225575,964,0.3648
225627,6239,0.9187
225779,42,NULL
225876,284,NULL
225885,868,NULL
225991,117,0.8214
226019,5868,NULL
226091,9065,0.7618
226107,1796,NULL
226116,1934,NULL
226125,153,NULL
226134,8220,NULL
226152,6566,0.5298
226204,6989,NULL
226231,1823,0.4419
226277,888,NULL
226374,54,NULL
226383,1430,0.9531
226408,2784,NULL
226471,3217,0.788
226578,7078,NULL
226587,1016,0.4804
226675,299,NULL
226806,4586,NULL
226833,5319,0.7446
226860,37,NULL
226879,181,NULL
226903,344,NULL
226930,7944,NULL
227003,195,NULL
227058,117,NULL
227146,9230,NULL
227155,37,NULL
227182,59202,NULL
227191,9289,NULL
227216,31241,0.7179
227225,2261,NULL
227289,NULL,NULL
227298,229,NULL
227304,4751,NULL
227313,166,NULL
227322,214,NULL
227331,1326,0.5473
227368,23932,0.6393
227377,3600,NULL
227386,2107,NULL
227401,3255,NULL
227429,427,0.319
227526,7417,0.8548
227687,2047,NULL
227748,263,NULL
227757,3879,0.1527
227766,15791,NULL
227836,265,NULL
227845,4048,0.739
227854,7975,NULL
227863,1730,0.7739
227881,17902,0.7195
227924,15691,NULL
227979,24153,NULL
228042,1152,0.9078
228088,29,NULL
228149,2271,0.7766
228158,7546,NULL
228185,44,NULL
228194,NULL,NULL
228200,326,NULL
228219,349,NULL
228246,6487,0.4892
228282,68,NULL
228316,4216,NULL
228325,1740,0.2347
228343,1486,0.4503
228431,10685,0.6245
228459,34244,0.7113
228468,716,0.4997
228486,142,NULL
228501,2249,0.9222
228529,11461,0.5039
228547,40122,NULL
228608,4780,NULL
228635,NULL,NULL
228644,852,NULL
228653,739,NULL
228699,2449,NULL
228705,5845,0.8234
228723,50416,0.6717
228769,32545,0.6982
228778,39676,0.4037
228787,17339,0.6799
228796,20376,0.9999
228802,6473,0.6935
228866,NULL,NULL
228875,8852,0.3758
228884,960,NULL
228909,NULL,NULL
228981,1252,0.4261
229018,3713,0.8148
229027,24036,0.7641
229036,242,NULL
229063,6562,0.5149
229115,29587,0.626
229160,1689,0.4116
229179,9574,0.8588
229267,2277,0.4066
229300,677,NULL
229337,1544,NULL
229355,11490,NULL
229416,1654,NULL
229425,152,NULL
229504,2359,NULL
229522,127,NULL
229540,3263,NULL
229656,224,NULL
229780,3779,0.9984
229799,5526,NULL
229814,7384,0.5997
229832,860,NULL
229841,6287,NULL
229887,1240,NULL
229957,21,0
230010,996,NULL
230038,30979,0.5118
230047,2601,0.2708
230056,174,NULL
230065,153,NULL
230135,50,NULL
230144,148,NULL
230162,1840,NULL
230171,7432,NULL
230199,59,NULL
230205,36,NULL
230214,259,NULL
230366,424,NULL
230418,2112,NULL
230490,1829,NULL
230597,3509,NULL
230603,6353,0.7228
230621,235,NULL
230630,166,NULL
230676,284,NULL
230728,21833,0.9025
230737,26571,NULL
230746,21830,NULL
230764,22748,0.7642
230782,16866,NULL
230807,2095,0.8409
230816,701,0.5995
230834,1894,0.9532
230852,3735,0.6995
230861,3555,NULL
230889,186,0.5625
230898,492,0.7855
230913,1295,0.9509
230931,1121,0.9834
230940,190,0.6623
230959,2513,0.1614
230977,300,NULL
230995,3078,0.6998
231004,86,NULL
231059,1863,0.77
231068,NULL,NULL
231077,223,0.5751
231086,358,0.6178
231095,122,0.9589
231147,NULL,NULL
231165,1430,0.879
231174,10267,0.6894
231280,69,NULL
231411,606,0.8833
231420,846,0.5666
231536,3114,NULL
231554,881,0.8481
231581,1871,0.5275
231624,6245,0.3652
231651,3448,0.8103
231688,33,NULL
231697,2589,NULL
231712,4921,0.6216
231721,31,NULL
231785,467,NULL
231828,549,NULL
231837,756,NULL
231873,675,NULL
231882,1740,NULL
231970,NULL,NULL
232016,129,NULL
232025,1004,0.699
232043,1233,0.6115
232052,452,NULL
232089,1289,0.7202
232186,23179,0.8099
232195,5054,NULL
232256,1027,0.556
232265,3793,0.6482
232308,655,0.5988
232414,8395,NULL
232423,19262,0.7213
232450,5938,NULL
232502,10,NULL
232557,46680,0.2438
232566,4326,0.7395
232575,4063,NULL
232609,1999,0.6378
232618,173,NULL
232672,1226,0.9948
232681,4318,0.7445
232706,2304,0.9055
232724,9,NULL
232788,1595,NULL
232797,1001,NULL
232867,2580,NULL
232885,383,NULL
232919,316,NULL
232937,4707,0.8549
232946,41340,NULL
232982,19606,0.8464
233019,1643,NULL
233037,719,NULL
233082,109,NULL
233091,340,NULL
233116,3372,NULL
233277,8426,0.812
233286,68,NULL
233295,1429,0.614
233301,649,0.8361
233310,1530,NULL
233329,298,NULL
233338,1089,0.4232
233356,522,NULL
233374,3229,0.3248
233408,277,0.2727
233426,1946,0.7304
233480,26,NULL
233541,2087,0.8802
233611,779,0.4532
233639,1786,NULL
233648,1758,NULL
233666,23,NULL
233684,4460,NULL
233718,320,0.9305
233754,7511,NULL
233772,20788,NULL
233842,NULL,NULL
233897,1367,0.7771
233903,1592,NULL
233921,25725,0.7087
233949,4506,NULL
234030,22614,0.8115
234076,15963,0.2986
234085,1713,0.5095
234119,50,NULL
234137,342,NULL
234155,4155,0.9448
234164,1355,0.4099
234173,1342,0.8996
234207,1820,0.2358
234359,177,1
234377,1571,NULL
234401,25,NULL
234492,965,NULL
234650,46,NULL
234669,4627,NULL
234696,562,NULL
234711,1748,NULL
234827,10492,0.7971
234845,1804,NULL
234915,635,NULL
234924,158,NULL
234933,8364,NULL
234951,1878,NULL
234979,5407,NULL
235024,674,0.5972
235088,259,NULL
235097,10546,0.9548
235103,4047,NULL
235149,5316,NULL
235158,141,0.8148
235167,3732,0.9748
235237,4879,NULL
235307,88,NULL
235316,5091,0.6729
235334,1279,NULL
235343,5659,NULL
235352,78,NULL
235422,795,NULL
235431,4839,NULL
235501,85,NULL
235547,239,NULL
235583,164,NULL
235671,1027,NULL
235699,1732,NULL
235750,1263,NULL
235954,25,NULL
236018,88,NULL
236072,2727,NULL
236133,897,0.9339
236188,4642,NULL
236212,837,NULL
236230,2741,0.7682
236258,1239,NULL
236328,2506,0.789
236382,1297,NULL
236452,1195,0.9531
236504,1677,NULL
236513,3398,NULL
236577,3079,0.8728
236595,4648,0.7363
236610,3472,NULL
236638,2744,NULL
236656,3651,NULL
236692,5557,NULL
236708,5262,NULL
236744,78,NULL
236753,6039,NULL
236887,2340,NULL
236896,1679,0.6205
236939,24362,0.7204
236948,29831,0.4535
236975,2568,NULL
237011,14483,0.8312
237039,2790,NULL
237057,1464,0.5108
237066,2280,0.8857
237109,2478,NULL
237118,972,0.4138
237127,23,NULL
237136,160,0.5185
237145,40,1
237172,99,NULL
237181,633,0.6456
237215,1337,0.8331
237242,154,NULL
237303,75,NULL
237312,1733,0.5186
237321,57,NULL
237330,1996,0.8115
237358,784,0.5046
237367,3662,0.6496
237385,1347,0.6945
237437,453,NULL
237473,128,NULL
237491,50,NULL
237525,8700,0.8943
237543,147,NULL
237552,96,NULL
237561,62,0.6735
237570,97,NULL
237598,112,NULL
237613,55,NULL
237640,402,0.6355
237686,2262,NULL
237701,1189,NULL
237729,152,NULL
237783,649,NULL
237792,3094,0.9191
237817,1608,NULL
237844,167,NULL
237880,NULL,NULL
237899,2005,0.9627
237905,45,NULL
237932,1919,0.717
237950,1109,0.527
237969,1382,0.7728
237978,106,NULL
237987,146,NULL
237996,476,NULL
238005,71,NULL
238014,1341,NULL
238032,21428,0.7612
238078,929,0.9324
238096,30,1
238166,66,NULL
238175,122,NULL
238193,1380,0.8022
238263,11316,NULL
238324,362,0.8913
238333,1315,0.6986
238397,2034,NULL
238430,1503,0.8152
238458,2911,0.7156
238476,2805,0.6973
238573,141,NULL
238616,3614,0.6335
238661,1615,0.7587
238722,5978,NULL
238759,6180,NULL
238786,42,NULL
238810,50,NULL
238980,1977,0.554
239008,2072,NULL
239017,1507,0.6298
239071,757,0.6809
239080,1476,0.7719
239105,8053,0.8434
239169,NULL,NULL
239220,2502,NULL
239248,13402,NULL
239309,628,0.6074
239318,2633,0.6631
239372,3927,NULL
239390,729,0.5631
239424,NULL,NULL
239442,921,NULL
239460,3449,NULL
239488,6391,NULL
239512,562,0.5401
239628,778,0.6526
239637,NULL,NULL
239716,2064,0.8139
239743,352,0.5489
239877,46,NULL
239910,1402,NULL
239929,382,NULL
240055,9811,0.7544
240107,1861,0.6254
240116,4183,NULL
240125,5044,NULL
240170,4272,NULL
240189,10826,0.6935
240198,2567,NULL
240213,NULL,NULL
240240,104,NULL
240268,9936,0.78
240277,5509,0.7313
240329,9517,0.7424
240338,989,0.9027
240365,9551,0.6502
240374,4145,0.6246
240392,1947,0.839
240417,8202,0.884
240426,2263,0.7611
240444,29536,0.5262
240453,20018,0.7329
240462,7745,0.8033
240471,5357,0.7215
240480,8193,0.8142
240505,2469,NULL
240514,1047,NULL
240596,638,NULL
240620,2963,NULL
240657,1227,NULL
240666,2022,NULL
240693,2553,NULL
240709,49,NULL
240718,518,NULL
240727,9622,0.9508
240736,1246,NULL
240745,1751,NULL
240754,3520,NULL
240790,1016,NULL
240879,211,NULL
240985,293,NULL
241100,583,NULL
241128,742,NULL
241146,1166,NULL
241182,544,NULL
241191,1235,0.9865
241216,1478,NULL
241225,1302,0.4487
241304,1382,NULL
241331,274,0.6349
241377,1373,NULL
241386,391,NULL
241395,612,0.9731
241410,5077,0.9768
241517,681,NULL
241614,260,NULL
241720,1528,0.9551
241739,11231,NULL
241766,406,0.7091
241793,NULL,NULL
241836,1049,NULL
241906,339,NULL
241951,555,0.8352
242042,655,0.8537
242112,886,NULL
242121,517,NULL
242130,443,NULL
242149,500,NULL
242316,236,NULL
242413,252,NULL
242422,11280,NULL
242556,736,0.7844
242565,693,0.9689
242583,759,0.9757
242617,3972,0.691
242626,3912,0.4664
242635,3841,0.4647
242644,1892,0.4162
242653,6119,0.165
242662,4751,0.5834
242680,1964,0.723
242699,1709,0.4902
242705,4313,0.4266
242723,NULL,NULL
242750,106,NULL
242820,1231,NULL
242945,221,1
242954,67,1
242972,5857,0.648
242981,1338,0.6875
243072,1904,NULL
243081,NULL,NULL
243106,3333,0.8441
243115,4062,0.5106
243133,4832,0.2274
243142,3819,0.265
243151,3749,0.9637
243179,3931,0.4282
243188,1429,0.7328
243197,11987,0.7377
243203,388,NULL
243212,3630,0.4481
243221,13263,0.5125
243346,11000,NULL
243443,4185,0.5269
243498,NULL,NULL
243568,158,0.76
243577,3334,NULL
243586,1444,0.9961
243601,14170,NULL
243638,2079,0.7393
243647,576,NULL
243665,1984,0.9195
243744,7032,0.0481
243780,30849,0.5597
243799,56,0.1429
243823,261,NULL
243832,1565,0.699
243841,728,NULL
244233,435,NULL
244279,187,NULL
244437,16725,0.529
244446,3354,NULL
244561,217,NULL
244613,210,NULL
245069,19,NULL
245281,47,NULL
245290,60,NULL
245342,880,NULL
245421,37,NULL
245430,58,NULL
245625,1175,NULL
245652,326,0.6275
245731,13,NULL
245777,57,NULL
245838,195,NULL
245847,128,NULL
245865,NULL,NULL
245883,95,NULL
245892,38,NULL
245953,1851,NULL
245962,355,NULL
245980,39,NULL
245999,890,NULL
246017,270,NULL
246035,240,0.7895
246071,60,NULL
246202,197,NULL
246266,352,NULL
246345,NULL,NULL
246354,6580,NULL
246406,48,NULL
246415,57,NULL
246460,122,NULL
246789,NULL,NULL
246813,3696,NULL
246895,625,NULL
246974,416,0.4519
247010,22,NULL
247047,72,NULL
247065,578,NULL
247153,196,NULL
247162,17,NULL
247409,135,NULL
247603,2386,NULL
247649,446,0.3616
247700,273,NULL
247773,61,0.8947
247825,20,NULL
247834,24900,NULL
247940,2651,NULL
248192,23,NULL
248305,75,NULL
248527,36,NULL
248606,643,0.2129
248624,53,NULL
248633,83,NULL
248660,174,NULL
248703,165,NULL
248846,75,0.3893
248882,229,NULL
248925,1089,NULL
248934,11065,0.7111
249140,350,NULL
249238,377,NULL
249566,238,0.5667
249609,140,NULL
250027,213,0.9038
250072,94,NULL
250285,306,NULL
250601,261,0.3089
250744,389,NULL
250902,78,NULL
250993,430,NULL
251075,116,NULL
251260,4324,NULL
251312,885,NULL
260293,162,NULL
260336,16,0.875
260354,78,NULL
260363,37,1
260372,246,NULL
260664,153,NULL
260691,1037,NULL
260789,599,NULL
260813,221,0
260901,28793,NULL
260910,245,NULL
260929,184,NULL
260947,52,NULL
260965,80,NULL
260992,684,0.7794
261436,787,NULL
261676,90,NULL
261685,92,NULL
261719,147,NULL
261773,21,NULL
261861,96,NULL
262022,NULL,NULL
262031,6188,NULL
262086,3411,0.8113
262129,861,0.7128
262332,601,NULL
262341,612,NULL
262369,96,NULL
262402,113,NULL
262466,65,1
362700,387,NULL
362782,243,NULL
363013,56,NULL
363077,179,NULL
363147,114,NULL
363165,1186,NULL
363439,306,NULL
363590,254,NULL
363633,647,NULL
363679,128,NULL
363712,28,NULL
363721,NULL,NULL
363882,50,NULL
363907,792,NULL
363916,344,NULL
363934,672,0.851
364016,6145,NULL
364025,8903,NULL
364122,6,NULL
364168,215,NULL
364548,195,NULL
364575,20,NULL
364627,122,NULL
364636,110,NULL
364751,87,NULL
364760,51,NULL
364946,470,NULL
364955,263,NULL
364964,117,0.7848
364973,257,NULL
365055,118,NULL
365091,254,NULL
365125,118,NULL
365198,108,NULL
365204,4701,NULL
365213,313,0.8443
365240,35,NULL
365374,377,NULL
365383,147,NULL
365426,NULL,NULL
365480,249,NULL
365505,51,NULL
365693,124,NULL
365763,47,0.7556
365824,187,NULL
365833,188,NULL
366003,171,NULL
366155,25,NULL
366191,1184,NULL
366252,5409,NULL
366261,258,NULL
366270,280,NULL
366289,130,NULL
366340,312,NULL
366368,NULL,NULL
366395,21231,NULL
366401,8174,NULL
366438,89,NULL
366465,1662,NULL
366535,386,NULL
366553,1015,NULL
366571,21,NULL
366605,NULL,NULL
366623,127,NULL
366632,29,NULL
366711,12475,0.5184
366748,457,NULL
366793,NULL,NULL
366960,229,NULL
