STABBR,loan_ever,female,age_entry,md_faminc,md_earn_wne_p10
PA,0.8100000024,0.8799999952,26.1200008392,26184,17400
PA,0.9499999881,0.6299999952,26.8600006104,26754,39200
PA,0.9499999881,0.0500000007,23.9500007629,21980,29100
PA,0.9800000191,0.6200000048,21.9200000763,35974,34900
PA,0.9499999881,0.5899999738,20.7099990845,61119,39100
PA,0.8600000143,0.8999999762,29.8299999237,26769,NA
PA,NA,NA,NA,NA,NA
PA,NA,NA,NA,NA,NA
PA,0.6299999952,0.6000000238,24.3099994659,31527.5,31300
PA,0.9900000095,0.5799999833,19.7099990845,75474,42800
PA,0.8399999738,0.7200000286,27.3999996185,11401,23200
PA,0.9599999785,0.7900000215,24.4799995422,43347,38100
PA,0.9700000286,0.6000000238,21.3899993896,53497,38100
PA,0.9700000286,0.7400000095,20.7700004578,61757,38000
PA,0.9399999976,0.8799999952,22.2600002289,44321,23300
PA,0.9900000095,0.8500000238,31.8299999237,50120,74000
PA,0.9700000286,0.5899999738,22.2900009155,66871,38500
PA,0.9800000191,0.6299999952,19.5499992371,91486,41400
PA,0.8100000024,0.4600000083,29.8799991608,8548.5,20800
PA,0.9599999785,0.5699999928,20.6299991608,73644,43200
PA,0.9700000286,0.7200000286,23.2299995422,66143,47500
PA,0.6600000262,0.6399999857,24.3600006104,34354,35500
PA,0.9800000191,0.9800000191,21.2999992371,67507,30500
PA,0.9900000095,0.5799999833,20.0900001526,88320,50000
PA,0.9700000286,0.7300000191,24.8600006104,42148,36600
PA,0.9800000191,0.5799999833,20.6299991608,110473,56000
PA,0.7599999905,0.8100000024,26,8297.5,26300
PA,0.9700000286,0.6800000072,21.7000007629,72393.5,41600
PA,0.8199999928,0.0599999987,28.3400001526,20864,31100
PA,NA,NA,NA,NA,NA
PA,0.6200000048,0.6499999762,24.4699993134,32720,32500
PA,NA,NA,NA,NA,32500
PA,1,0.9300000072,30.4099998474,43315.5,NA
PA,0.8500000238,0.1700000018,29.4300003052,12937.5,28200
PA,0.8899999857,0.9800000191,24.2099990845,23039,16300
PA,1,0.6800000072,24.6200008392,8761,94700
PA,0.8199999928,0.7099999785,27.7700004578,16958.5,35400
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.9599999785,0.4799999893,20.8799991608,70439.5,47500
PA,0.8899999857,0.75,29.25,13733.5,28800
PA,0.9700000286,0.7400000095,31.1800003052,34735,44700
PA,0.9300000072,0.6899999976,27.0499992371,21511,23900
PA,0.9700000286,0.1099999994,25,27774,33800
PA,0.8899999857,0.9800000191,24.2099990845,23039,16300
PA,1,0.5799999833,26.8500003815,41646,20900
PA,0.9800000191,0,27.6399993896,62129,NA
PA,0.9200000167,0.1099999994,28.3299999237,44258,NA
PA,0.9399999976,0.8299999833,30.5,37869,NA
PA,0.9800000191,0.6600000262,20.4599990845,71555,27300
PA,0.9800000191,0.5600000024,22.2199993134,62169,78200
PA,0.9800000191,0.6999999881,20.4799995422,81316.5,48700
PA,0.9900000095,0.5099999905,19.8899993896,81397,31100
PA,NA,NA,NA,NA,NA
PA,0.9700000286,0.5600000024,23.3999996185,61586.5,32600
PA,1,0.6200000048,25.7399997711,5042,148400
PA,0.9800000191,0.6000000238,19.6900005341,82840.5,85800
PA,0.5600000024,0.6700000167,25.3700008392,19176,30700
PA,0.9800000191,0.5400000215,20.9300003052,71893,48200
PA,0.9800000191,0.5400000215,20.9300003052,71893,48200
PA,0.9800000191,0.5400000215,20.9300003052,71893,48200
PA,0.9800000191,0.5400000215,20.9300003052,71893,48200
PA,0.9800000191,0.5400000215,20.9300003052,71893,48200
PA,0.9300000072,0.8999999762,24.4300003052,23319.5,NA
PA,0.9700000286,0.0500000007,22.6700000763,49869.5,54900
PA,0.9599999785,0.5600000024,28.2099990845,37111,33200
PA,0.9800000191,0.349999994,22.7399997711,38815,34400
PA,NA,NA,NA,NA,NA
PA,0.9300000072,0.8399999738,29.6000003815,16441,31300
PA,0.9900000095,0.6100000143,23.8600006104,46028,37900
PA,0.9800000191,0.8899999857,24.0799999237,51233.5,NA
PA,0.8600000143,1,24.2299995422,32132,NA
PA,0.6299999952,0.6700000167,26.8899993896,22224.5,30200
PA,0.9800000191,0.8600000143,28.5100002289,58965,57600
PA,NA,NA,NA,NA,NA
PA,NA,NA,NA,NA,NA
PA,0.9800000191,0.5500000119,22.8600006104,53066,30100
PA,0.8899999857,0.7900000215,26.6900005341,13598,30800
PA,0.9800000191,0.4499999881,21.9699993134,63178.5,44900
PA,0.9700000286,0.0399999991,25.5499992371,19985,33500
PA,0.9499999881,0.9599999785,23.7000007629,45253,45800
PA,0.9700000286,0.6200000048,20.5200004578,72643.5,46900
PA,0.9800000191,0.5299999714,21.1200008392,109701.5,58500
PA,0.9800000191,0.5600000024,19.8299999237,80131,44200
PA,0.9800000191,0.5600000024,19.8299999237,80131,44200
PA,0.8100000024,0.6600000262,31.1299991608,35143,35500
PA,0.9800000191,0.6000000238,20.0699996948,93993,56000
PA,0.9700000286,0.5799999833,22.3099994659,56664,35600
PA,0.9499999881,0.8100000024,32.0900001526,32455,49900
PA,0.9800000191,0.8100000024,31.8799991608,39615,NA
PA,0.8399999738,0.8799999952,29.4099998474,12299,17600
PA,0.8399999738,0.8799999952,29.4099998474,12299,17600
PA,0.9700000286,0.5299999714,20.2099990845,75275.5,45200
PA,0.9700000286,0.5500000119,20.5400009155,64717,39000
PA,0.8799999952,0,24.3299999237,43198,NA
PA,0.8999999762,0.9399999976,27.1299991608,26215,18300
PA,0.9700000286,0.6899999976,25.4799995422,31333,29200
PA,0.9700000286,0.6899999976,25.4799995422,31333,29200
PA,0.9800000191,0.9100000262,28.9699993134,54039,54600
PA,0.9300000072,0.9300000072,27,28068.5,NA
PA,0.9900000095,0.5400000215,19.7099990845,89238,50000
PA,0.9200000167,0.5099999905,19.2900009155,89473,49400
PA,0.6100000143,0.1099999994,20.9799995422,50327.5,39000
PA,0,0,18.6000003815,50694,NA
PA,0.9599999785,0.5699999928,21.3299999237,56155,46500
PA,0.9700000286,0.4699999988,19.9099998474,57911,37200
PA,0.9900000095,0.7900000215,26.0599994659,35601,78000
PA,0.9599999785,0.6600000262,28.7800006866,21355,25800
PA,0.9200000167,0.0700000003,25.5,24332,30800
PA,0.9399999976,0.0399999991,25.4400005341,32323,35500
PA,0.9399999976,0.0299999993,25.3700008392,47415,37700
PA,0.9399999976,0.0700000003,24.4599990845,31600,35800
PA,NA,NA,NA,NA,NA
PA,0.9900000095,0.5500000119,19.6100006104,89174,51500
PA,0.9800000191,0.5199999809,20.7999992371,53124.5,28500
PA,0.9300000072,0.0099999998,19.7000007629,85917,47700
PA,0.9399999976,0.9499999881,22.4699993134,27590.5,17400
PA,0.9800000191,0.5299999714,20.0200004578,112696,73700
PA,0.9599999785,0.8100000024,27.3299999237,45439,49900
PA,0.9599999785,0.8100000024,27.3299999237,45439,49900
PA,0.9900000095,0.4600000083,19.4300003052,95549.5,49900
PA,0.9800000191,0.6100000143,23.3500003815,64789,44700
PA,0.8999999762,0.0700000003,27.2800006866,28552,NA
PA,0.9700000286,0.6299999952,20.5900001526,82783,46500
PA,0.9700000286,0.8600000143,25.6599998474,56585,49500
PA,0.9499999881,0.8500000238,25.7999992371,16168,23200
PA,0.9800000191,0.6100000143,19.5900001526,75532,44400
PA,NA,NA,NA,NA,NA
PA,0.6200000048,0.6600000262,25.3600006104,27916.5,29300
PA,0.9800000191,0.5699999928,22.3299999237,60128,51700
PA,0.9900000095,0.5500000119,20.2999992371,71479.5,49900
PA,0.9599999785,0.9300000072,25.8099994659,43650,32600
PA,0.9300000072,0,19.0699996948,58887,NA
PA,0.9800000191,0.6000000238,20.6000003815,86883.5,47900
PA,0.9700000286,0.400000006,24.2299995422,44788,35700
PA,0.9499999881,0.7799999714,28.5699996948,21262,24000
RI,0.7200000286,0.9399999976,24.1299991608,23722,21100
RI,0.9700000286,0.5299999714,19.7800006866,84559,59700
RI,0.9900000095,0.4199999869,19.5200004578,104089,61900
RI,0.9800000191,0.5400000215,20.8500003815,55421,35100
RI,0.9499999881,0.7200000286,25.7099990845,24268,34100
RI,0.9700000286,0.1800000072,23.6200008392,47537,38800
RI,0.9800000191,0.0599999987,32.5,26374,NA
RI,0.349999994,0.9900000095,32.4500007629,16263,13000
RI,0.9800000191,0.5699999928,19.8799991608,110798,59600
RI,0.8799999952,0.6899999976,22.0699996948,52408,39600
RI,0.2700000107,0.6899999976,25.2900009155,21251,29100
RI,0.9499999881,0.5899999738,20.6599998474,78122.5,48200
RI,0.9900000095,0.6299999952,21.5300006866,75194,47300
RI,0.9900000095,0.5500000119,19.7199993134,102439,47200
RI,0.9900000095,0.7200000286,19.4699993134,100931,48300
RI,0.9599999785,0.7799999714,30.2900009155,54818.5,NA
RI,0.8600000143,0.9800000191,26.8700008392,29205,18700
MA,0.9300000072,0.5,24.1599998474,45987,25000
SC,0.0299999993,0.7400000095,26.0100002289,17552.5,25300
SC,0.9100000262,0.2800000012,22.5200004578,20261,19400
SC,0.9399999976,0.6700000167,22.2000007629,58707.5,32800
SC,0.9499999881,0.6100000143,21.9300003052,44120.5,36100
SC,0.2700000107,0.7400000095,26.2700004578,18675,24900
SC,0.9800000191,0.4900000095,20.8299999237,23066,21400
SC,NA,NA,NA,NA,NA
SC,0.9499999881,0.6499999762,30.7199993134,43811,41300
SC,0.9100000262,0.9100000262,25.2199993134,23077.5,19400
SC,0.9499999881,0.6499999762,20.5799999237,71255,39700
SC,0.0099999998,0.9900000095,27.2999992371,14284,14500
SC,0,0.7599999905,26.7299995422,19268,24500
SC,0.9499999881,0.0799999982,20.0900001526,83389,52500
SC,0.9200000167,0.6600000262,22.9599990845,27154,27500
SC,0.9599999785,0.4499999881,20.0699996948,87306,49400
SC,0.8299999833,0.349999994,21.1399993896,21106,12600
SC,0.9599999785,0.7099999785,26.7999992371,34833,32800
SC,0.8999999762,0.5600000024,22.0799999237,46934,29600
SC,0.9399999976,0.9800000191,22.9699993134,39118,31800
SC,0.9399999976,0.9900000095,24.0400009155,50064,33400
SC,0.5699999928,0.5299999714,23.0100002289,14458,16800
SC,0.9399999976,0.5199999809,19.3799991608,66611,36000
SC,0.3400000036,0.6899999976,25.3600006104,19479,25100
SC,0.9599999785,0.9200000167,29.7399997711,16142,20600
SC,0.9399999976,0.6800000072,20.5499992371,38222,32300
SC,0.9399999976,0.5500000119,19.8899993896,93139.5,47500
SC,0.6899999976,0.6499999762,26.5499992371,26451,28700
SC,0.5099999905,0.6700000167,26.1399993896,19652,25100
SC,0.8199999928,0.9399999976,27.3099994659,14140,17200
SC,0.8299999833,0.9700000286,25.1900005341,17992.5,14600
SC,0.9200000167,0.6800000072,20.9699993134,45814,33900
SC,0.9200000167,0.7099999785,30.1399993896,31465.5,36100
SC,NA,NA,NA,NA,NA
SC,0.9900000095,0.7599999905,26.6499996185,21383,73400
SC,0.7099999785,0.6499999762,25.3600006104,27064,28400
SC,0.9300000072,0.6200000048,21.6100006104,21524,23200
SC,0.9499999881,0.3600000143,19.9300003052,53768,33300
SC,0.8399999738,0.4699999988,20.3999996185,53275,31200
SC,0.5,0.7200000286,25.3299999237,19850,23700
SC,0.4099999964,0.7099999785,26.7199993134,20618,25300
SC,0.9499999881,0.4900000095,19.2999992371,84599,41300
SC,0.9200000167,0.6999999881,21.8500003815,41442,37000
SC,0.8700000048,0.6600000262,23.6399993896,34946,32400
SC,0.9499999881,0.5699999928,20.8999996185,63282.5,42100
SC,0.7900000215,0.6700000167,23.4500007629,31787.5,28100
SC,0.75,0.6700000167,23.7900009155,22876.5,24600
SC,0.7699999809,0.6700000167,23.3099994659,32332,32800
SC,0.7799999714,0.6499999762,22.9500007629,27215,28500
SC,0.9499999881,0.5299999714,20.5599994659,67086.5,36200
SC,0.9300000072,0.5699999928,20.6499996185,28809,30400
SC,0.9300000072,0.6899999976,22.7600002289,41002.5,36100
SC,1,0.5400000215,28.4599990845,3994.5,NA
SC,0.8100000024,0.4600000083,19.6700000763,42764.5,28700
SC,0.1899999976,0.6999999881,25.75,20984.5,24600
SC,0.2800000012,0.7300000191,26.4300003052,19351.5,25500
SC,0,0.9800000191,26.1499996185,14450.5,15500
SC,0.0799999982,0.6700000167,25.5100002289,19656.5,26100
SC,0.6999999881,0.6700000167,25.2600002289,25526.5,29100
SC,0.9399999976,0.6499999762,24.7299995422,22252,26400
SC,0,0.7099999785,27.5900001526,13064,19300
SC,0.9599999785,0.6999999881,20.6800003052,56621.5,36100
SC,0.9399999976,0.4300000072,19.3199996948,91037,46800
SC,0.0500000007,0.7200000286,25.8400001526,18944,25300
SD,0.9900000095,0.6499999762,20.0799999237,76993.5,42600
SD,0.9700000286,0.9700000286,22.6399993896,31026,17500
SD,0.9499999881,0.6299999952,22.4200000763,45782.5,34400
SD,0.9700000286,0.6800000072,26.8700008392,18887,22200
SD,0.9800000191,0.5099999905,22.1299991608,52416,37400
SD,0.9700000286,0.5500000119,22.3799991608,42134,34100
SD,0.9599999785,0.9599999785,25.2000007629,21439,16700
SD,0.9700000286,0.5099999905,22.1299991608,44222.5,35000
SD,1,0.75,21.3099994659,54180,NA
SD,0.9499999881,0.3600000143,22.8799991608,38148.5,38000
SD,0.9700000286,0.7300000191,23.1200008392,48944.5,32300
SD,0.9399999976,0.7599999905,29.7299995422,29341.5,37800
SD,0.9399999976,0.7599999905,29.7299995422,29341.5,37800
SD,NA,NA,NA,NA,NA
SD,0.9700000286,0.5699999928,21.7600002289,48591.5,33200
SD,0,0.6100000143,26.7099990845,8310,20000
SD,0.9800000191,0.8500000238,25.4699993134,39209,37100
SD,1,0.7099999785,21.7900009155,46442,NA
SD,0.9399999976,0.2800000012,21.6100006104,57505.5,52300
SD,0.9800000191,0.5299999714,20.9200000763,63089,40600
SD,0,0.6100000143,27.3099994659,7869,21400
SD,0.9800000191,0.5500000119,21.8700008392,62665.5,36900
SD,0.9399999976,1,21.3500003815,46106,NA
SD,0,0.6499999762,26.3099994659,12634,20900
SD,0.9599999785,0.4399999976,23.1299991608,48149.5,36000
SD,0.9399999976,0.9800000191,21.8500003815,43675,NA
SD,0.9800000191,0.6499999762,22.9899997711,53346,39500
SD,0.9300000072,0.5199999809,25.1000003815,25685,31000
TN,0.0900000036,0.3000000119,33.2400016785,18523,NA
TN,0.9499999881,0.8199999928,30.8799991608,41470,44400
TN,0.6299999952,0.9599999785,24.0799999237,24212.5,16200
TN,0,0.4900000095,26.4799995422,16953,26600
TN,0.8799999952,0.6600000262,24.4699993134,30942,34700
TN,0.9499999881,0.8899999857,25.3500003815,41376,54900
TN,0.9599999785,0.6299999952,21.1599998474,83588,39100
TN,0.9300000072,0.6100000143,29.0900001526,37640.5,35200
TN,0.9399999976,0.5299999714,25.8700008392,55458.5,35500
TN,0.9200000167,0.5400000215,20.9200000763,52873,35400
TN,0.7099999785,0.6499999762,26.1399993896,23994,27700
TN,0.9599999785,0.6000000238,23.3799991608,41418,45300
TN,NA,NA,NA,NA,NA
TN,0.5099999905,0.6800000072,25.6000003815,24530.5,27300
TN,0.5400000215,0.6800000072,25.6200008392,27382.5,28500
TN,0.8399999738,0.9200000167,27.25,13385,22600
TN,0,0.6200000048,29.0200004578,16128,23000
TN,0.8799999952,0.5500000119,22,47713,35000
TN,0.9499999881,0.5899999738,20.6200008392,79148,39000
TN,NA,NA,NA,NA,NA
TN,0,0.6700000167,28.4099998474,16355,26500
TN,0.8999999762,0.8100000024,28.1200008392,19308,22500
TN,0.5299999714,0.7300000191,25.6900005341,22779,27600
TN,0.8600000143,0.5899999738,23.0300006866,36276,34000
TN,0.9200000167,0.8999999762,29.1599998474,16340,25100
TN,0,0.7599999905,29.9799995422,15117,25000
TN,NA,NA,NA,NA,NA
TN,0.7099999785,0.9800000191,29.4099998474,17924,16700
TN,0.9200000167,0.6800000072,19.9400005341,38568,33800
TN,0.9200000167,0.5199999809,20.5300006866,53999,31200
TN,0.9399999976,0.5600000024,20.1399993896,64443,37000
TN,0,0.5699999928,29.8700008392,15745.5,26600
TN,0,0.6499999762,28.5499992371,16658,NA
TN,0.8000000119,0.4399999976,21.5100002289,29707.5,25500
TN,0.150000006,0.6100000143,27.9899997711,17921,26200
TN,0,0.5299999714,28.1200008392,12364,25600
TN,0.0099999998,0.7300000191,24.7600002289,19790,27200
TN,0.8999999762,0.5199999809,26.7600002289,34189,NA
TN,0.8500000238,0.5,21.8899993896,53910.5,29400
TN,0.6700000167,0.9599999785,23.7099990845,15998,NA
TN,0.9200000167,0.6399999857,25.6499996185,52011,39700
TN,0.9700000286,0.8299999833,28.4200000763,20445,22400
TN,NA,NA,NA,NA,NA
TN,0.9399999976,0.4499999881,20.2700004578,25617,25000
TN,0.8999999762,0.7200000286,23.6100006104,17437.5,28300
TN,0.9100000262,0.5799999833,21.4500007629,54410,32400
TN,0.9300000072,0.7400000095,26.8899993896,31386,37500
TN,0,0.5899999738,27.8799991608,16959.5,25300
TN,0.9200000167,0.6000000238,23.7900009155,36518.5,29100
TN,0.9300000072,0.5199999809,19.9599990845,61945.5,36500
TN,0,0.4900000095,30.1000003815,16981,20400
TN,0.200000003,0.9800000191,26.7199993134,13949,NA
TN,1,0.5799999833,25.6800003052,6418,126700
TN,0.9499999881,0.5199999809,21.6000003815,39874.5,26700
TN,0,0.5500000119,28.7700004578,13796.5,27200
TN,0.8799999952,0.6399999857,23.2999992371,29727,37000
TN,NA,NA,NA,NA,NA
TN,0.9200000167,0.6800000072,30.1399993896,28788,39000
TN,0.8799999952,0.5400000215,22.0799999237,42980,36100
TN,NA,NA,NA,NA,NA
TN,0.9599999785,0.6399999857,22.5200004578,63207.5,36400
TN,0,0.400000006,30.2399997711,15627,25400
TN,0.3799999952,0.6999999881,24.6299991608,26146,26700
TN,0,0.5600000024,27.4400005341,18531,29800
TN,0.9700000286,0.0299999993,21.1000003815,39069,38900
TN,0.8999999762,0.9900000095,28.0900001526,14568,23200
TN,0.6000000238,0.6399999857,26.6000003815,21560,30100
TN,0,0.4600000083,28.7999992371,17376,22200
TN,0.9200000167,0.9300000072,22.7800006866,55868,NA
TN,0,0.7400000095,30.0100002289,13323,20900
TN,0.8999999762,0.9200000167,25.2600002289,17381.5,17300
TN,0,0.5,31.4599990845,20135,22300
TN,0.9700000286,0.5899999738,19.4899997711,100407,50300
TN,0,0.8399999738,28.8600006104,17046.5,23300
TN,0.4300000072,0.7300000191,25.5799999237,23312,26400
TN,0,0.5199999809,28.0400009155,15439,21600
TN,0,0.7300000191,25.8899993896,14905,24700
TN,0,0.4199999869,27.5300006866,19907,29400
TN,0.9599999785,0.5600000024,19.6000003815,81758,38200
TN,0,0.6100000143,26.7900009155,13526,24200
TN,0,0.5500000119,28.6399993896,15688,23000
TN,0,0.6200000048,28.4099998474,18079,25400
TN,0,0.4799999893,27.0100002289,15643.5,26700
TN,0,0.6100000143,29.5400009155,13459,22200
TN,0,0.6299999952,27.0400009155,14222,21700
TN,0.5600000024,0.5899999738,24.5900001526,24226,26900
TN,0.9399999976,0.5400000215,20.8999996185,57374,38500
TN,1,0.5600000024,24.9300003052,9122.5,NA
TN,0.8999999762,0.6399999857,22.8700008392,45726.5,35300
TN,0.8600000143,0.5799999833,21.4799995422,43600,36500
TN,0.8999999762,0.5299999714,21.1200008392,55229,42300
TN,0.8700000048,0.5799999833,21.9699993134,41497,34800
TN,0.9599999785,0.1099999994,26.8099994659,29237.5,37600
TN,0,0.9800000191,25.1200008392,13254,16500
TN,0.9200000167,0.6800000072,22.8999996185,33626,35800
TN,0.8500000238,0.4900000095,21.7299995422,45109,37700
TN,0.9300000072,0.5199999809,21.3099994659,52157,33300
TN,0.9599999785,0.5400000215,25.2999992371,58888,39500
TN,0.4900000095,0.6100000143,25.5300006866,21690,26100
TN,0.9399999976,0.6100000143,27.25,41744.5,40000
TN,0.9300000072,0.6399999857,24.0100002289,53200.5,37400
TN,NA,NA,NA,NA,NA
TN,0.9300000072,0.5299999714,19.9300003052,74999.5,60900
TN,0.9499999881,0.9900000095,26.2199993134,21645.5,12500
TN,0.6299999952,0.6899999976,25.5900001526,28986.5,30100
TN,0.3700000048,0.6800000072,25.3600006104,21447,26200
TN,0.8199999928,0.9399999976,26.5699996948,14343,19200
TN,0,0.1700000018,28.3299999237,10349.5,NA
TX,0.9700000286,0.5500000119,20.2299995422,75873.5,40200
TX,0.3799999952,0.6899999976,26.1499996185,20987,33000
TX,0.5099999905,0.6600000262,26.2600002289,21945,31300
TX,0.8999999762,0.8899999857,27.0799999237,14169,20600
TX,0.8799999952,0.8899999857,27.2299995422,13359,20800
TX,0,0.6600000262,25.4599990845,17695,26900
TX,0.8500000238,0.5400000215,21.3799991608,43559,38000
TX,0.8700000048,0.5400000215,22.4500007629,43424,34000
TX,0.8899999857,0.9200000167,29.6000003815,19530,28000
TX,0.9800000191,0.4699999988,23.4799995422,35807.5,32900
TX,0.9800000191,0.5099999905,19.6499996185,83025,47600
TX,0.6000000238,0.6100000143,25.2800006866,24123.5,34700
TX,NA,NA,NA,NA,NA
TX,0,0.9100000262,25.8999996185,10305,22200
TX,NA,NA,NA,NA,60800
TX,0.1400000006,0.1899999976,35.7599983215,16459,NA
TX,0.9300000072,1,22.8899993896,31154,NA
TX,1,0.5500000119,25.4200000763,6598,129000
TX,0.9499999881,0.6000000238,19.7999992371,72163,49100
TX,0.4199999869,0.6700000167,24.3899993896,18980.5,26300
TX,0.8199999928,0.5400000215,21.8299999237,35758,36900
TX,0.8999999762,0.8000000119,26.4099998474,12296.5,27200
TX,0.9800000191,0.8199999928,22.6299991608,28233,28600
TX,0.1599999964,0.6999999881,25.4300003052,17417.5,29900
TX,0.4199999869,0.6399999857,25.7700004578,22836,37500
TX,0.9200000167,0.5099999905,25.8299999237,16776,26800
TX,0.7699999809,0.8899999857,26.8500003815,14038,23500
TX,0.2599999905,0.6600000262,25.8099994659,19128,29000
TX,0.1800000072,0.7400000095,27.2999992371,18872,33700
TX,0.9300000072,0.9499999881,24.1299991608,18242,14600
TX,0.5099999905,0.6000000238,24.2999992371,24409,30400
TX,0.6000000238,0.5799999833,23.2600002289,25063,29200
TX,0.9599999785,0.6100000143,25.3299999237,58229.5,41000
TX,0,0.9200000167,25.5100002289,12766,NA
TX,0.1099999994,0.6499999762,24.5300006866,17746,32400
TX,0.8700000048,0.6299999952,22.5100002289,36327,42400
TX,0.9599999785,0.9100000262,25.7900009155,35396,23400
TX,0.9800000191,0.9300000072,30.3299999237,28878.5,30400
TX,0.9300000072,0.6399999857,26.6000003815,48905.5,42200
TX,0.9499999881,0.4900000095,27.1700000763,42236,42200
TX,0.9100000262,0.5500000119,28.1399993896,23416,33200
TX,NA,NA,NA,NA,NA
TX,0.9599999785,0.5299999714,20.4200000763,86001,45200
TX,0.4600000083,0.6299999952,25.0100002289,19123,29100
TX,0.8799999952,0.8399999738,26.7700004578,11551.5,19400
TX,0.9300000072,0.5099999905,20.8299999237,52871,36700
TX,0.7099999785,0.8000000119,28.6900005341,25193,35800
TX,0.8899999857,0.6600000262,24.8299999237,32165,37100
TX,0.2300000042,0.6700000167,25.9899997711,20058.5,31800
TX,0.1000000015,0.7799999714,26.2900009155,15555,28800
TX,0.150000006,0.6100000143,24.7000007629,17801,25500
TX,0.8399999738,0.3600000143,26.1100006104,18033,30600
TX,0.8399999738,0.3600000143,26.1100006104,18033,30600
TX,0.5500000119,0.9300000072,26.1900005341,21880.5,16600
TX,0.9800000191,0.5099999905,23.1900005341,44553.5,29800
TX,0.1599999964,0.9100000262,27.2999992371,13696,17000
TX,0.5400000215,0.6700000167,25.4400005341,22085.5,29500
TX,0.3400000036,0.6800000072,25.8700008392,16914,30400
TX,NA,NA,NA,NA,30400
TX,0.4399999976,0.6600000262,26.8899993896,20738,32200
TX,0.8799999952,0.349999994,26.75,19044,34400
TX,0.9599999785,0.5400000215,20.9400005341,60884,38600
TX,0.5,0.6600000262,25.7299995422,21409,28500
TX,0.3199999928,0.6899999976,25.4699993134,21187,28200
TX,0.8999999762,0.7300000191,23.2199993134,34306,43600
TX,0.8799999952,0.7300000191,26.7700004578,29836,46900
TX,0.3000000119,0.6600000262,26.0799999237,17769,32700
TX,0.7200000286,0.6299999952,24.6200008392,24928.5,42800
TX,0.8100000024,0.7799999714,29.4799995422,28760,39300
TX,0.8500000238,0.5600000024,22.1000003815,33211,48300
TX,0.5199999809,0.6700000167,25.2999992371,22841,29200
TX,0.9300000072,0.5,21.9400005341,46720,37300
TX,0.9200000167,0.5099999905,22.0400009155,28925,30500
TX,0.9599999785,0.6899999976,25.4500007629,41999,42700
TX,0.8299999833,0.7900000215,25.2099990845,12584,19400
TX,0.8299999833,0.7900000215,25.2099990845,12584,19400
TX,0.9599999785,0.150000006,24.8899993896,22906,38400
TX,0.9499999881,0.3000000119,26.3899993896,27749,38400
TX,0,0.6200000048,22.9400005341,20103.5,23700
TX,0.8000000119,0.5199999809,20.1399993896,21226,25800
TX,0.9800000191,0.5099999905,23.5499992371,30168,25700
TX,0.1299999952,0.6700000167,25.3600006104,17578,26500
TX,0.8299999833,0.6499999762,22.4300003052,31781.5,38800
TX,0.2700000107,0.7799999714,26.1499996185,16366,26600
TX,0.0500000007,0.75,25.3899993896,15590,27600
TX,0,0.9499999881,30.2900009155,14823,16000
TX,0.1599999964,0.5500000119,22.3899993896,19063.5,28300
TX,0.6999999881,0.6399999857,22.7600002289,23615.5,45200
TX,0.2800000012,0.6899999976,26.4300003052,18482,28600
TX,0.9700000286,0.6299999952,29.6100006104,44614.5,50000
TX,0.9300000072,0.0399999991,24.3799991608,25061,35000
TX,0,0.3300000131,25.6299991608,12960,NA
TX,0.9499999881,0.5799999833,24.2999992371,49495,36700
TX,0.0199999996,0.6999999881,26.2199993134,16460,28400
TX,0.9599999785,0.6200000048,22.0900001526,57382,41700
TX,0.7599999905,0.6999999881,25.2199993134,22710.5,30500
TX,0.9499999881,0.4900000095,21.9400005341,44039,37200
TX,0.9300000072,0.8000000119,26.1299991608,28585.5,57600
TX,0,0.9599999785,27.1599998474,14823,16800
TX,0.1099999994,0.6399999857,24.6399993896,20052.5,33500
TX,0.8799999952,0.5799999833,22.7600002289,42383.5,38500
TX,0,0.9499999881,26.5900001526,13449.5,16400
TX,0.9599999785,0.8899999857,23.2900009155,28498,26800
TX,0.7400000095,0.8100000024,25.9099998474,11495.5,20300
TX,0.200000003,0.6700000167,24.3999996185,20972,30700
TX,0.9200000167,0.7599999905,26.0300006866,13268,23700
