STABBR,loan_ever,female,age_entry,md_faminc,md_earn_wne_p10
TX,0.0199999996,0.9399999976,31.7199993134,19344,17200
TX,0.7799999714,0.5899999738,24.1700000763,24636.5,31100
TX,0,0.9499999881,29.4799995422,22768.5,16500
TX,0.3300000131,0.6999999881,25.5699996948,20997,32900
TX,0.3000000119,0.6200000048,25.3299999237,21286,35900
TX,0.9399999976,0.5799999833,22.2600002289,49512,42100
TX,0.0500000007,0.6600000262,24.6399993896,19160,26500
TX,0.9499999881,0.5400000215,25.4599990845,49456,44600
TX,NA,NA,NA,NA,NA
TX,0.9700000286,0.0399999991,28.6000003815,21587,46900
TX,0.1599999964,0.6700000167,25.1800003052,17471,32000
TX,0.9399999976,0.9599999785,23.7600002289,28600,18800
TX,0.9499999881,0.9300000072,24.2700004578,24224.5,17900
TX,0.9300000072,0.7799999714,24.7900009155,31566.5,39200
TX,0.6000000238,0.5899999738,21.7399997711,21957,40500
TX,0.6499999762,0.5699999928,23.6100006104,18013,29400
TX,0.0399999991,0.7300000191,24.6499996185,18769,29400
TX,0.1000000015,0.6800000072,25.7099990845,15445,26400
TX,0.8799999952,0.4799999893,24.0699996948,19731,29500
TX,0.9300000072,0.5699999928,20.6100006104,34372,33600
TX,0.0900000036,0.5,22.7600002289,18948,30300
TX,0.9700000286,0.0799999982,24.4400005341,26505,NA
TX,0.9100000262,0.4900000095,20.4599990845,71258,59900
TX,0.3000000119,0.6200000048,25.5400009155,18355.5,36200
TX,0.8999999762,0.7799999714,25.4699993134,13218.5,23600
TX,0.9599999785,0.6100000143,23.1399993896,54531.5,44700
TX,0.2800000012,0.6100000143,26.4799995422,18527,28800
TX,0.9200000167,0.6600000262,21.6399993896,42131.5,48800
TX,0.9300000072,0.5899999738,21.4699993134,47405.5,41400
TX,0.2800000012,0.6399999857,25.0699996948,19369,30600
TX,0.3000000119,0.6700000167,25,21256.5,35600
TX,0.3000000119,0.6700000167,25,21256.5,35600
TX,0.3000000119,0.6700000167,25,21256.5,35600
TX,0.9499999881,0.6499999762,23.5400009155,39382,36700
TX,0.8600000143,0.9200000167,24.3999996185,19422,15500
TX,0.9599999785,0.6200000048,20.9200000763,44525.5,46300
TX,0.6200000048,0.5699999928,23.0300006866,29569,30300
TX,0,0.5799999833,28.8199996948,4769,NA
TX,NA,NA,NA,NA,NA
TX,0.7799999714,0.8199999928,25.8999996185,13351,19100
TX,0.5799999833,0.7699999809,27.6800003052,13397,18900
TX,0.9499999881,0.5600000024,21.1599998474,63543.5,52200
TX,0.0099999998,0.8799999952,25.5799999237,10649,20000
TX,0.0099999998,0.8799999952,25.5799999237,10649,20000
TX,NA,NA,NA,NA,20000
TX,0.8999999762,0.0700000003,25.9799995422,18208.5,32600
TX,0.1899999976,0.6200000048,23.7099990845,18156,26500
TX,0.9200000167,0.4900000095,22.8600006104,40330,31600
TX,0.9800000191,0.6000000238,19.5400009155,95160,47200
TX,0.9200000167,0.6000000238,21.7900009155,45665,39700
TX,0.9499999881,0.5699999928,21.9500007629,48876,43700
TX,0.9300000072,0.6200000048,23.4400005341,38208,37900
TX,0.6999999881,0.4600000083,20.9899997711,23759,22500
TX,0.7799999714,0.5600000024,23.6000003815,23682,38000
TX,0.8899999857,0.5899999738,23.1700000763,42847,40400
TX,0.3199999928,0.6499999762,25.1800003052,22083,34300
TX,0.5899999738,0.6899999976,25.5599994659,23289,31100
TX,1,0.5899999738,25.1200008392,10023,81500
TX,0.9700000286,0.7400000095,26.4699993134,24472,71000
TX,0.9900000095,0.7799999714,26.7800006866,26265,68500
TX,0.8600000143,0.2700000107,24,21360.5,33500
TX,0.0299999993,0.6800000072,24.6000003815,18177.5,27200
TX,0.8299999833,0.5099999905,23.4599990845,26861.5,39700
TX,NA,NA,NA,NA,39700
TX,0.9100000262,0.5,20.1399993896,71288,52900
TX,0.8899999857,0.5899999738,23.2199993134,36358,46400
TX,0.9399999976,0.5500000119,20.1800003052,62086,52800
TX,0.8999999762,0.5099999905,23.3600006104,39445.5,49500
TX,0.7599999905,0.5699999928,22.9799995422,22907,39800
TX,0.8500000238,0.6200000048,23.9400005341,34405,41600
TX,0.9800000191,0.4300000072,26.4899997711,23192.5,NA
TX,0.9700000286,0.6200000048,20.5499992371,81852.5,49100
TX,0.8399999738,0.4300000072,23.2299995422,19550,23300
TX,1,0.6299999952,25.9599990845,15393.5,132400
TX,0.9700000286,0.4799999893,20.1000003815,68816.5,43600
TX,0.8199999928,0.6299999952,25.0900001526,29706,42400
TX,0.9200000167,0.5600000024,22.2000007629,38470,44100
TX,0.8399999738,0.8700000048,26.7099990845,12982,23100
TX,0.8700000048,0.5799999833,21.9799995422,22626,31300
TX,0.9499999881,0.4799999893,20.5900001526,69477,46100
TX,0.8299999833,0.6299999952,26.4099998474,14244,26200
TX,0.9499999881,0.6700000167,24.9899997711,36026,39500
TX,0.9300000072,0.9200000167,24.7900009155,36226,44800
TX,0.9800000191,0.5600000024,19.5699996948,101012.5,53200
TX,0.9700000286,0.75,26.4400005341,21202,77700
TX,0.3799999952,0.4900000095,24.0499992371,18215,26900
TX,0.8500000238,0.4799999893,26.7700004578,22278,30500
TX,0.9800000191,0.7699999809,26.4099998474,47606.5,65000
TX,0.6800000072,0.6000000238,23.7999992371,25065,30400
TX,0.9700000286,0.0299999993,21.3899993896,44016,40200
TX,0.9100000262,0.9499999881,28.1800003052,14449,15200
TX,0.4399999976,0.7300000191,26.0400009155,22650,29900
TX,NA,NA,NA,NA,17600
TX,0.4799999893,0.75,25.4599990845,20291,32500
TX,NA,NA,NA,NA,NA
TX,0.8700000048,0.6200000048,29.0300006866,36554.5,40900
TX,0.0599999987,0.6700000167,24.4300003052,20236.5,31600
TX,0.8399999738,0.5899999738,23.6800003052,39169,40000
TX,0.1099999994,0.5899999738,23.8199996948,18452.5,30400
TX,0.4199999869,0.6499999762,23.3700008392,27970,34300
TX,0.8799999952,0.6299999952,25.1599998474,22405,28000
UT,0.8299999833,0.7900000215,27.7700004578,26534,23800
UT,0,0.5899999738,27.8700008392,19110.5,25800
UT,0.5400000215,0.4399999976,21.7000007629,20347,57400
HI,0.6499999762,0.5299999714,22.2399997711,22339,39400
UT,0.9700000286,0.7799999714,27.1900005341,27767.5,27900
UT,NA,NA,NA,NA,NA
UT,0.4199999869,0.8799999952,24.6800003052,16122,NA
UT,0.6999999881,0.9399999976,23.1299991608,25036,NA
UT,0,0.6000000238,30.2900009155,15963.5,26400
UT,0.6200000048,0.5199999809,23.1000003815,29484.5,34600
UT,0.6399999857,0.9900000095,23.0900001526,20272,NA
UT,0.2199999988,0.9599999785,22.3500003815,26088.5,NA
UT,0.8899999857,0.8000000119,23.1700000763,35454,NA
UT,0.8799999952,0.6899999976,27.5499992371,22845,29700
UT,0.9700000286,0.1899999976,25.5699996948,30108,38400
UT,0.75,0.5199999809,23.6900005341,33067,30400
UT,0.9100000262,0.8299999833,27.7399997711,18178,23900
UT,0,0.6200000048,30.2399997711,12791,23900
UT,0.5600000024,0.5600000024,21.7800006866,42528,28600
UT,0.5600000024,0.5600000024,21.7800006866,42528,28600
UT,0.7099999785,0.5400000215,22.5,30660.5,37200
UT,0.9300000072,0.6100000143,27.7800006866,23213.5,31700
UT,0.9300000072,0.6100000143,27.7800006866,23213.5,31700
UT,0,0.75,31.1700000763,9526,30300
UT,0.7099999785,0.5099999905,23.3600006104,29227,42400
UT,0.7400000095,0.4199999869,24.25,27618,43500
UT,0.5099999905,0.5400000215,25.8899993896,25592,36200
UT,0.8299999833,0.4499999881,23.5400009155,32294,49300
UT,0.7200000286,0.5299999714,24.8199996948,31092.5,42400
UT,0.9399999976,0.6000000238,23.4099998474,50415,45500
VT,1,0.6600000262,19.8600006104,66530,26500
VT,0.9499999881,0.5600000024,26.3500003815,30528,28900
VT,0.9800000191,0.5699999928,21.0599994659,69241,34600
VT,0.9900000095,0.4900000095,21.8999996185,80415,40400
VT,0.6899999976,0.6999999881,26.5799999237,25831,25400
VT,0.9599999785,0.6600000262,32.1399993896,24933,25800
VT,0.9700000286,0.5299999714,20.0400009155,69904,30600
VT,0.9599999785,0.6100000143,24.5900001526,43579,32200
VT,0.9599999785,0.4799999893,20.8799991608,56155,34100
VT,0.9900000095,0.5500000119,20.6299991608,69907,25900
VT,0.9900000095,0.5899999738,21.6000003815,60997.5,53400
VT,0.9800000191,0.3000000119,23.3400001526,48934,34400
VT,0.9800000191,0.2700000107,20.0100002289,84597,45300
VT,0.9599999785,0.9399999976,24.2299995422,33408,NA
VT,0.9900000095,0.5799999833,19.4200000763,96675.5,46300
VT,1,0.7699999809,29.0100002289,15944,NA
VT,0.9800000191,0.5699999928,24.2399997711,44493,36900
VT,0.9700000286,0.7400000095,23.1399993896,50006.5,34800
VT,0.9800000191,0.4199999869,21.1100006104,60337,NA
VT,1,0.6200000048,26.3999996185,13793.5,69700
VT,0.9599999785,0.5,24.8099994659,48966,44200
VT,0.9599999785,0.5799999833,20.2399997711,77614,44000
VA,0.8999999762,0.8899999857,25.4200000763,16934.5,17200
VA,0.9700000286,0.0299999993,24.0699996948,36681,35300
VA,0.9800000191,0.5699999928,27.5100002289,53773.5,42300
VA,0.4799999893,0.6299999952,24.8199996948,29753,31700
VA,0.9399999976,0.6499999762,29.8299999237,52096,42800
VA,0.9700000286,0.5699999928,19.4500007629,82400,42600
VA,0.9399999976,0.5600000024,19.9599990845,98940,56400
VA,0.9200000167,0.7300000191,32.1599998474,35970,41300
VA,NA,NA,NA,NA,NA
VA,0.0099999998,0.6700000167,26.25,20753.5,26300
VA,0.9700000286,0.5500000119,19.7099990845,95158,42400
VA,0.7599999905,0.9300000072,26.5,12526,NA
VA,0.8700000048,0.7599999905,27.6299991608,16588.5,22300
VA,0.8700000048,0.7599999905,27.6299991608,16588.5,22300
VA,0.9499999881,0.7900000215,26.8600006104,46314,52300
VA,0.3400000036,0.6800000072,25.8500003815,28714,27500
VA,0.1599999964,0.7099999785,27.7099990845,19603,27700
VA,1,0.6399999857,26.8999996185,13410,NA
VA,0.9200000167,0.8100000024,29.3799991608,13671,24500
VA,0.9499999881,0.5099999905,20.0799999237,64582,39600
VA,0.9800000191,0.6100000143,22.8700008392,66842,39500
VA,0,0.7599999905,24.7900009155,19105,28000
VA,0.9599999785,0.4099999964,20.6100006104,52888,36500
VA,0.9100000262,0.5799999833,22.0300006866,53311,57000
VA,0.0199999996,0.7599999905,26.0499992371,19453,32400
VA,0.9900000095,0.0099999998,19.4799995422,105824,50200
VA,0.9599999785,0.6700000167,21,55050,42200
VA,0.9900000095,1,21.4500007629,63661.5,37000
VA,0.4099999964,0.7400000095,26.6800003052,20429,30800
VA,0.9499999881,0.6299999952,19.6700000763,99908,53400
VA,0.4199999869,0.7599999905,26.5200004578,28219,33800
VA,0.9100000262,0.8700000048,27.4899997711,15916,23000
VA,0.9200000167,0.5400000215,25.4500007629,51134,36300
VA,0.9700000286,0.6700000167,19.8299999237,82459,40800
VA,0.0099999998,0.7599999905,26.0599994659,18854.5,31500
VA,0.9800000191,0.6100000143,20.3799991608,77604,40900
VA,0.8600000143,0.9200000167,28.8400001526,32439,NA
VA,0.9499999881,0.9300000072,25.4699993134,51999,36800
VA,0.9599999785,0.6700000167,21.0799999237,94155.5,47400
VA,0.9700000286,0.7699999809,22.5699996948,57612,49600
VA,0.8100000024,0.9300000072,27.9200000763,36004.5,53300
VA,0,0.6299999952,25.3400001526,16343,22400
VA,0.8799999952,0.8299999833,28.9200000763,14663.5,22400
VA,0.5199999809,0.6000000238,25.1900005341,24378,30000
VA,0.9200000167,0.8999999762,27.0900001526,31995,45800
VA,0.75,0.25,26.9599990845,19847,NA
VA,0.9200000167,0.6299999952,21.8199996948,36184,34400
VA,0.4199999869,0.6200000048,25.1299991608,24419,41700
VA,0.9399999976,0.6399999857,23.1200008392,48850,43300
VA,0,0.7099999785,27.5300006866,18878,23400
VA,0,0.7599999905,27.7199993134,13665,23700
VA,0.9300000072,0.8899999857,29.6599998474,39032.5,50500
VA,0.9200000167,0.8799999952,30.4099998474,21941,21000
VA,0.3300000131,0.6800000072,25.4500007629,23497,29400
VA,0.9700000286,0.6100000143,20.3700008392,73931,42100
VA,0.8500000238,0.9499999881,25.1499996185,20770,NA
VA,0.9800000191,0.5,19.5,92252.5,45700
VA,0.9800000191,0.9900000095,21.0699996948,65811,38700
VA,0,0.7599999905,25.6100006104,18808.5,26500
VA,0.8700000048,0.9300000072,28.2900009155,18670,25600
VA,0.1599999964,0.7300000191,22.6800003052,28936.5,32100
VA,0.9399999976,0.9200000167,28.6800003052,52285,62200
VA,0.9700000286,0.5500000119,22.2800006866,90735.5,60800
VA,0.9499999881,0.9300000072,28.8199996948,35767,48300
VA,0.9800000191,0.5899999738,19.6000003815,89451,42500
VA,NA,NA,NA,NA,NA
VA,0.9900000095,0.5699999928,22.25,71304,40600
VA,0.9200000167,0.5400000215,20.5599994659,60871.5,28800
VA,0,0.7300000191,27.7600002289,17071.5,25300
VA,0,0.6600000262,26.6800003052,16055,24200
VA,0.8999999762,0.8199999928,32.9900016785,17365.5,20000
VA,0.8799999952,0.9599999785,24.1499996185,32547.5,NA
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,NA,NA,NA,NA,51700
VA,0.9800000191,1,19.3700008392,89985,38600
VA,0.3700000048,0.75,26.0699996948,21125,28700
VA,0.4699999988,0.7200000286,25.8199996948,23330,29400
VA,NA,NA,NA,NA,NA
NC,NA,NA,NA,NA,NA
VA,0.8500000238,0.5199999809,21.2700004578,48359.5,36500
VA,0,0.6600000262,25.5300006866,20416,24500
VA,0.9399999976,0.6800000072,24.8099994659,41927,34000
VA,0.9599999785,0.4300000072,19.7099990845,95419,57900
VA,0.4799999893,0.6600000262,26.2299995422,22896,28900
VA,0.9599999785,0.6299999952,21.4200000763,55696,41800
VA,0.9300000072,0.5600000024,20.3799991608,84687,58600
VA,0.9499999881,0.1099999994,19.4699993134,89939.5,56600
VA,0,0.9399999976,25.1100006104,13282,18500
VA,0.7300000191,0.6200000048,41.1300010681,33039,NA
VA,0.9599999785,0.6399999857,20.1700000763,39006,34400
VA,0.9499999881,0.5400000215,19.9500007629,39816.5,31600
VA,0.9800000191,0.6399999857,21.5200004578,71035,38100
VA,0.8100000024,0.9700000286,25.1100006104,14615,17600
VA,0.9499999881,0.5,20.3099994659,112856,77600
VA,0.9399999976,0.6299999952,24.7600002289,23754,34300
VA,0,0.5299999714,30.9799995422,14139,22600
VA,0,0.3300000131,24.5900001526,9758,NA
VA,0.0799999982,0.75,26.4099998474,21046,26700
WA,0.6200000048,0.9200000167,24.4699993134,17088,NA
WA,0.9700000286,0.5199999809,23.6800003052,42452,34100
WA,0,0.8999999762,29.3999996185,6373.5,NA
WA,0.5,0.6000000238,25.8199996948,26210,41300
WA,0.5600000024,0.4900000095,29.5200004578,18958,34600
WA,0.4600000083,0.6100000143,26.0799999237,19731,32200
WA,0.8999999762,0.9200000167,27.7800006866,19890,29700
WA,0.9399999976,0.8700000048,27.6299991608,18242.5,28600
WA,0.9300000072,0.5500000119,22.4799995422,55180,44900
WA,0,0.6499999762,26.6499996185,16445,27700
WA,0.9499999881,0.7200000286,32.6800003052,39081,50400
WA,0,0.9399999976,25.0799999237,13591,17700
WA,0.5299999714,0.6399999857,27.1399993896,21704,32800
WA,0.5899999738,0.6499999762,29.8999996185,17060,32900
WA,0.3799999952,0.6499999762,25.7800006866,22484.5,32600
WA,0.9900000095,0.6499999762,21.6599998474,58607.5,29900
WA,0.9800000191,0.0500000007,26.6000003815,30001,47100
WA,0.9100000262,0.6000000238,22.8600006104,43755.5,40500
WA,0.5600000024,0.6299999952,28.6599998474,21872,35500
WA,0.5299999714,0.75,28.5499992371,21371,35300
WA,0.9300000072,0.9499999881,24.8400001526,26478,NA
WA,0.8899999857,0.5899999738,26.3199996948,26490,31800
WA,0.5099999905,0.6999999881,27.0699996948,24376.5,34200
WA,0.9499999881,0.9399999976,24.7700004578,22247.5,18200
WA,0.9700000286,0.5600000024,20.5799999237,87057,52800
WA,0.3100000024,0.6399999857,27.3700008392,16126,26100
WA,0.4900000095,0.6200000048,26.8899993896,22259,36600
WA,0.8600000143,0.8500000238,29.7700004578,21789,NA
WA,0.8600000143,0.7200000286,27.8099994659,21965,33000
WA,0.4199999869,0.6899999976,26.8099994659,19901,36100
WA,0.8299999833,0.6100000143,33.4099998474,16147,27900
WA,0.9200000167,0.8500000238,23.3199996948,26216,26200
WA,0.9599999785,0.25,26.0799999237,29868,42500
WA,0.9599999785,0.200000003,25.8500003815,26279,42500
WA,0.9800000191,0.8500000238,26.2999992371,22033.5,32000
WA,0.9499999881,0.9200000167,23.1100006104,36202.5,26500
WA,0.5099999905,0.4699999988,31.8299999237,12773.5,35300
WA,0.6299999952,0.5899999738,29.7199993134,22073,39000
WA,0.4699999988,0.6299999952,27.6800003052,16204,29100
WA,0.8899999857,0.6299999952,21.0900001526,56145,NA
WA,NA,NA,NA,NA,NA
WA,0.7799999714,0.7900000215,28.2399997711,19787,17100
WA,0.9800000191,0.9599999785,24.75,24368,15700
WA,0.0299999993,0.5899999738,28.2800006866,12443,34500
WA,0.9700000286,0.6399999857,23.1900005341,56863,40200
WA,0.400000006,0.6899999976,28.8099994659,19286,30200
WA,0.9399999976,0.0799999982,25.1800003052,38715,53600
WA,0.9700000286,0.6700000167,21.5300006866,67839.5,45900
WA,0.6000000238,0.6800000072,28.8299999237,17947.5,28100
WA,0.9800000191,0.6100000143,20.1900005341,84173.5,51500
WA,0.3700000048,0.6200000048,30.7800006866,15713,35100
WA,0.9399999976,0.6100000143,24.3899993896,43484,47400
WA,0,0.5699999928,26.2900009155,14990,33700
WA,0,0.6200000048,27.6900005341,9789,30700
WA,0.9399999976,0.7599999905,27.6499996185,25216,26100
WA,0.9800000191,0.7099999785,20.1700000763,81735,43900
WA,0.9700000286,0.6299999952,21.6100006104,59408,55200
WA,0.6200000048,0.6100000143,26.9099998474,24969.5,40500
WA,0.4199999869,0.6499999762,27.4799995422,21072.5,31300
WA,0.0900000036,0.6499999762,27.2900009155,14140,31600
WA,0.6700000167,0.5899999738,27.2399997711,18676,30600
WA,0.5299999714,0.5899999738,26.0599994659,19725,28300
WA,0.9599999785,0.9700000286,26.6700000763,20590.5,NA
WA,0.6000000238,0.6800000072,28.1299991608,18971,34500
WA,0.5199999809,0.6200000048,26.7099990845,22284,31400
WA,0.9599999785,0.5299999714,22.2800006866,55205,45800
WA,0.9399999976,0.5400000215,22.6599998474,58238.5,46400
WA,0.9399999976,0.5400000215,22.6599998474,58238.5,46400
WA,0.9399999976,0.5400000215,22.6599998474,58238.5,46400
WA,0.9399999976,0.5400000215,22.6599998474,58238.5,46400
WA,0.8700000048,0.5699999928,22.6399993896,38703,52100
WA,0.5,0.6399999857,26.8700008392,19681,31500
WA,0.8799999952,0.8299999833,28.3500003815,15000.5,24900
WA,0.9300000072,0.5899999738,21.6299991608,60238,43200
WA,0.4300000072,0.6100000143,25.4200000763,19467,31100
WA,0.9700000286,0.5400000215,19.6200008392,93725,43000
WA,0.9599999785,0.6100000143,22.8799991608,74397.5,41200
WA,0.4699999988,0.6700000167,26.0300006866,22009,30700
WV,0.9800000191,0.6899999976,21.6900005341,48013,43400
KY,0,0.9200000167,26.6100006104,9863.5,NA
WV,0.6899999976,0.4499999881,21.5200004578,38314,27900
WV,0.4399999976,0.9599999785,31.1100006104,20602,NA
WV,0,0.3199999928,27.7800006866,10999,24000
WV,0.9700000286,0.5199999809,19.8400001526,64954.5,40900
WV,0.7099999785,0.6600000262,25.8600006104,21135,29400
WV,0,0.4699999988,28.6399993896,12963,33000
WV,0.6399999857,0.6100000143,26.9200000763,12275,15900
WV,0.9700000286,0.5600000024,21.5900001526,56456,42000
WV,0.7300000191,0.9300000072,25.7399997711,9466,15200
WV,0.8600000143,0.5600000024,21.3799991608,37164,32900
WV,0.9599999785,0.7099999785,23.4899997711,38296,35900
WV,0.8899999857,0.5699999928,23.0699996948,36183,34200
WV,0.8799999952,0.4799999893,21.1399993896,32757,31400
WV,0.5699999928,0.4499999881,30.9099998474,4854,16900
WV,0.8100000024,0.7200000286,28.3600006104,8485,17700
WV,0,0.5500000119,30.0900001526,22448,25400
WV,0.0299999993,0.8299999833,28.6399993896,12205.5,NA
WV,0.8999999762,0.5699999928,22.2900009155,41261,35100
WV,0,0.7599999905,26.6900005341,11022,25000
WV,0.9300000072,0.9499999881,22.0400009155,51464,18700
WV,0,0.6999999881,30.2900009155,11984.5,26900
WV,0.9200000167,0.8899999857,25.1299991608,18762,NA
WV,0.8000000119,0.8199999928,31.0300006866,11313,14900
WV,0.9100000262,0.8199999928,28.3400001526,15763,25200
WV,0.8500000238,0.9200000167,28.8400001526,8776,22000
WV,0.9700000286,0.5099999905,24.2399997711,56558,34000
WV,0.7400000095,0.6299999952,25.7999992371,21805,29200
WV,0.9300000072,0.4799999893,20.4200000763,69116,43900
WV,0,0.6499999762,29.2700004578,12477,28200
WV,0.9200000167,0.4499999881,20.5499992371,39514,29700
WV,0.9200000167,0.6000000238,22.25,59289.5,38500
WV,0.1800000072,0.7200000286,25.4400005341,12409.5,25200
WV,0,0.4900000095,26.2299995422,15612,31400
WV,1,0.4499999881,26.5699996948,11824,198300
WV,0.8299999833,0.5699999928,24.4599990845,25404.5,29500
WV,0.9100000262,0.7799999714,22.1299991608,36097,NA
WV,0.8899999857,0.5500000119,21.3999996185,48827.5,33200
WV,0.8199999928,0.4600000083,22.8700008392,34515,43900
WV,0.9700000286,0.5299999714,19.7600002289,70830,43100
WV,0.9399999976,0.8600000143,30.6100006104,14218,18600
WV,0.9399999976,0.8600000143,30.6100006104,14218,18600
WV,0.9300000072,0.8000000119,26.4400005341,15129,18600
WV,0.9100000262,0.75,27.0900001526,14167,21500
WV,0.7900000215,0.9800000191,24.8600006104,16304,NA
WV,0.6100000143,0.7099999785,26.9699993134,17584,23600
WV,0.9300000072,0.4799999893,20.4200000763,69116,43900
WV,0.9700000286,0.6100000143,22.5900001526,66698,43300
WV,0.8600000143,0.9399999976,31,24115,NA
WI,0.9700000286,0.9700000286,21.5499992371,64144,22000
WI,0.9700000286,0.9700000286,21.5499992371,64144,22000
WI,0.9700000286,0.9900000095,24.2900009155,38705,37400
WI,0.8399999738,0.5899999738,24.7600002289,36726,34600
WI,0.9800000191,0.9300000072,23.1599998474,53422,55600
WI,0.9900000095,0.5799999833,19.7199993134,90105,37900
WI,0.7799999714,0.6499999762,27.3600006104,27400,31200
